"1",1,1.113742,75
"2",1.113742,1.235465,77
"3",1.235465,1.354195,79
"4",1.354195,1.482404,75
"5",1.482404,1.591157,77
"6",1.591157,1.69796,74
"7",1.69796,1.787211,75
"8",1.787211,1.922948,72
"9",1.922948,2.014694,74
"10",2.014694,2.127937,71
"11",2.127937,2.189638,74
"12",2.189638,2.24796,72
"13",2.24796,2.356304,71
"14",2.356304,2.456304,72
"15",2.456304,2.589638,74
"16",2.589638,2.689638,75
"17",2.689638,2.789615,76
"18",2.789615,2.889638,77
"19",2.889638,3.014626,78
"20",3.014626,3.24796,79
"21",3.24796,3.44796,79
"22",3.44796,3.656304,79
"23",3.656304,3.856304,79
"24",3.856304,4.656304,79
"25",4.656304,4.736508,75
"26",4.736508,4.864626,77
"27",4.864626,4.964626,79
"28",4.964626,5.081293,75
"29",5.081293,5.181293,77
"30",5.181293,5.289615,74
"31",5.289615,5.389638,75
"32",5.389638,5.479547,72
"33",5.479547,5.594195,74
"34",5.594195,5.69796,71
"35",5.69796,5.756304,74
"36",5.756304,5.816554,72
"37",5.816554,5.935284,71
"38",5.935284,6.04254,72
"39",6.04254,6.14796,74
"40",6.14796,6.256304,76
"41",6.256304,6.356304,78
"42",6.356304,6.464626,79
"43",6.464626,6.57483,81
"44",6.57483,6.79796,82
"45",6.79796,7.005851,61
"46",7.005851,7.218867,62
"47",7.218867,7.425896,62
"48",7.425896,8.204264,55
"49",8.204264,8.302223,75
"50",8.302223,8.412517,77
"51",8.412517,8.545307,79
"52",8.545307,8.640363,75
"53",8.640363,8.739048,77
"54",8.739048,8.856304,74
"55",8.856304,8.977778,75
"56",8.977778,9.051792,72
"57",9.051792,9.172245,74
"58",9.172245,9.286168,71
"59",9.286168,9.342041,74
"60",9.342041,9.411701,72
"61",9.411701,9.518368,71
"62",9.518368,9.626486,72
"63",9.626486,9.740409,74
"64",9.740409,9.844173,75
"65",9.844173,9.956644,76
"66",9.956644,10.053152,77
"67",10.053152,10.165624,78
"68",10.165624,10.380409,79
"69",10.380409,10.598096,79
"70",10.598096,10.806304,79
"71",10.806304,11.04,79
"72",11.04,11.771429,79
"73",11.771429,11.891157,75
"74",11.891157,12.00508,77
"75",12.00508,12.101588,79
"76",12.101588,12.195919,75
"77",12.195919,12.308391,77
"78",12.308391,12.427393,74
"79",12.427393,12.518821,75
"80",12.518821,12.614604,72
"81",12.614604,12.730703,74
"82",12.730703,12.840273,71
"83",12.840273,12.901951,74
"84",12.901951,12.973787,72
"85",12.973787,13.085533,71
"86",13.085533,13.179864,72
"87",13.179864,13.306304,74
"88",13.306304,13.414626,76
"89",13.414626,13.522359,78
"90",13.522359,13.627574,79
"91",13.627574,13.73932,81
"92",13.73932,13.949025,82
"93",13.949025,14.172517,61
"94",14.172517,14.370613,62
"95",14.370613,14.593379,62
"96",14.593379,15.364626,55
"97",15.364626,15.435828,79
"98",15.435828,15.547574,80
"99",15.547574,15.773243,82
"100",15.773243,15.986576,76
"101",15.986576,16.1883,77
"102",16.1883,16.64254,80
"103",16.64254,16.85805,74
"104",16.85805,17.072109,75
"105",17.072109,17.535783,79
"106",17.535783,17.631293,77
"107",17.631293,17.74186,75
"108",17.74186,17.941406,74
"109",17.941406,18.204808,72
"110",18.204808,18.50957,71
"111",18.50957,19.957189,74
"112",19.957189,20.075465,75
"113",20.075465,20.176327,77
"114",20.176327,20.291701,79
"115",20.291701,20.401996,75
"116",20.401996,20.507937,77
"117",20.507937,20.625488,74
"118",20.625488,20.722722,75
"119",20.722722,20.818504,72
"120",20.818504,20.94186,74
"121",20.94186,21.044173,71
"122",21.044173,21.097143,74
"123",21.097143,21.165352,72
"124",21.165352,21.281293,71
"125",21.281293,21.378685,72
"126",21.378685,21.49796,74
"127",21.49796,21.597824,75
"128",21.597824,21.713198,76
"129",21.713198,21.811157,77
"130",21.811157,21.91347,79
"131",21.91347,22.127529,80
"132",22.127529,22.343765,66
"133",22.343765,22.552744,67
"134",22.552744,22.78059,55
"135",22.78059,23.512019,60
"136",23.512019,23.586032,79
"137",23.586032,23.713016,80
"138",23.713016,23.895874,82
"139",23.895874,24.109207,76
"140",24.109207,24.318912,77
"141",24.318912,24.74796,80
"142",24.74796,24.973425,74
"143",24.973425,25.198368,75
"144",25.198368,25.661316,79
"145",25.661316,25.765805,77
"146",25.765805,25.856304,75
"147",25.856304,26.079275,74
"148",26.079275,26.340499,72
"149",26.340499,26.672835,71
"150",26.672835,28.343946,74
"151",28.343946,28.441905,75
"152",28.441905,28.58703,77
"153",28.58703,28.688617,79
"154",28.688617,28.794558,75
"155",28.794558,28.899774,77
"156",28.899774,29.012245,74
"157",29.012245,29.108028,75
"158",29.108028,29.1922,72
"159",29.1922,29.317733,74
"160",29.317733,29.421497,71
"161",29.421497,29.485352,74
"162",29.485352,29.532517,72
"163",29.532517,29.647166,71
"164",29.647166,29.756735,72
"165",29.756735,29.872835,74
"166",29.872835,29.97152,75
"167",29.97152,30.074558,76
"168",30.074558,30.176871,77
"169",30.176871,30.281361,79
"170",30.281361,30.482359,80
"171",30.482359,30.698595,66
"172",30.698595,30.911202,67
"173",30.911202,31.140499,55
"174",31.140499,31.657869,60
"175",32.192654,34.355012,75
"176",34.355012,35.359275,80
"177",35.359275,35.788844,79
"178",35.788844,36.238731,78
"179",36.238731,36.74796,77
"180",36.74796,37.205261,76
"181",37.205261,37.884445,75
"182",37.884445,38.116644,73
"183",38.116644,38.363356,72
"184",38.363356,38.556304,70
"185",38.556304,39.07737,70
"186",39.07737,39.352359,68
"187",39.657869,41.82313,75
"188",41.82313,42.78966,80
"189",42.78966,43.277279,79
"190",43.277279,43.756191,78
"191",43.756191,44.194468,77
"192",44.194468,44.639638,76
"193",44.639638,45.306304,75
"194",45.306304,45.539638,73
"195",45.539638,45.73279,72
"196",45.73279,45.973697,70
"197",45.973697,46.557098,70
"198",46.557098,46.876372,68
"199",50.64381,51.140137,70
"200",51.140137,51.566803,75
"201",51.566803,51.978957,74
"202",51.978957,52.44796,80
"203",52.44796,52.94796,79
"204",52.94796,53.653697,85
"205",53.653697,53.926531,82
"206",53.926531,54.193561,79
"207",54.193561,54.55347,73
"208",54.55347,54.797279,72
"209",54.797279,55.022948,75
"210",55.022948,55.19796,75
"211",55.19796,55.481293,75
"212",55.481293,56.794195,75
"213",56.794195,57.706304,80
"214",57.706304,58.14796,79
"215",58.14796,58.434105,77
"216",58.434105,58.631474,81
"217",58.631474,59.322268,82
"218",59.322268,59.566078,79
"219",59.566078,59.737325,80
"220",59.737325,59.989842,76
"221",59.989842,60.189638,77
"222",60.189638,60.460046,70
"223",60.460046,60.65161,73
"224",60.65161,60.869207,67
"225",60.869207,61.391656,70
"226",61.391656,61.754921,68
"227",65.446531,65.89932,70
"228",65.89932,66.401452,75
"229",66.401452,66.814626,74
"230",66.814626,67.314626,80
"231",67.314626,67.831293,79
"232",67.831293,68.49796,85
"233",68.49796,68.74796,82
"234",68.74796,68.981769,79
"235",68.981769,69.359093,73
"236",69.359093,69.565171,72
"237",69.565171,69.80898,75
"238",69.80898,69.99474,75
"239",69.99474,70.244354,75
"240",70.244354,71.567892,75
"241",71.567892,72.482177,80
"242",72.482177,72.914626,79
"243",72.914626,73.172971,77
"244",73.172971,73.419683,81
"245",73.419683,74.078549,82
"246",74.078549,74.299139,79
"247",74.299139,74.505216,80
"248",74.505216,74.737415,76
"249",74.737415,74.943493,77
"250",74.943493,75.190205,70
"251",75.190205,75.407892,73
"252",75.407892,75.611066,67
"253",75.611066,75.950658,68
"254",76.306304,76.446985,75
"255",76.446985,76.534059,77
"256",76.534059,76.650159,79
"257",76.650159,76.757552,75
"258",76.757552,76.870749,77
"259",76.870749,76.972948,74
"260",76.972948,77.081293,75
"261",77.081293,77.189638,72
"262",77.189638,77.29796,74
"263",77.29796,77.406304,71
"264",77.406304,77.45288,74
"265",77.45288,77.528391,72
"266",77.528391,77.640635,71
"267",77.640635,77.75288,72
"268",77.75288,77.875329,74
"269",77.875329,77.993697,75
"270",77.993697,78.095737,76
"271",78.095737,78.214626,77
"272",78.214626,78.318186,78
"273",78.318186,78.52635,79
"274",78.52635,78.74796,79
"275",78.74796,78.956304,79
"276",78.956304,79.214626,79
"277",79.214626,79.94796,79
"278",79.94796,80.030431,75
"279",80.030431,80.130431,77
"280",80.130431,80.246758,79
"281",80.246758,80.363084,75
"282",80.363084,80.475329,77
"283",80.475329,80.591656,74
"284",80.591656,80.675329,75
"285",80.675329,80.783493,72
"286",80.783493,80.895737,74
"287",80.895737,81.005942,71
"288",81.005942,81.071248,74
"289",81.071248,81.140635,72
"290",81.140635,81.246758,71
"291",81.246758,81.350839,72
"292",81.350839,81.473288,74
"293",81.473288,81.579411,76
"294",81.579411,81.699819,78
"295",81.699819,81.80186,79
"296",81.80186,81.907982,81
"297",81.907982,82.118186,82
"298",82.118186,82.356304,61
"299",82.356304,82.556304,62
"300",82.556304,82.797778,62
"301",82.797778,83.538595,55
"302",83.538595,83.648799,75
"303",83.648799,83.764626,77
"304",83.764626,83.881293,79
"305",83.881293,83.989638,75
"306",83.989638,84.089638,77
"307",84.089638,84.19796,74
"308",84.19796,84.273288,75
"309",84.273288,84.422948,72
"310",84.422948,84.531293,74
"311",84.531293,84.648799,71
"312",84.648799,84.765125,72
"313",84.765125,84.881452,60
"314",84.881452,84.983493,63
"315",84.983493,85.085533,67
"316",85.085533,85.19796,72
"317",85.19796,85.303901,74
"318",85.303901,85.40288,75
